airport_name,city,state,state_code,faa_code,iata_code,type,slug,hub_page_url,accident_base_url
Dodge City Regional Airport,Dodge City,Kansas,KS,KDDC,DDC,non_hub,dodge-city-regional,https://airportaccidents.com/dodge-city-regional/,https://airportaccidents.com/dodge-city-regional/
Hays Regional Airport,Hays,Kansas,KS,KHYS,HYS,non_hub,hays-regional,https://airportaccidents.com/hays-regional/,https://airportaccidents.com/hays-regional/
Rochester International Airport,Rochester,Minnesota,MN,KRST,RST,non_hub,rochester-international-mn,https://airportaccidents.com/rochester-international-mn/,https://airportaccidents.com/rochester-international-mn/
St. Cloud Regional Airport,St. Cloud,Minnesota,MN,KSTC,STC,non_hub,st-cloud-regional,https://airportaccidents.com/st-cloud-regional/,https://airportaccidents.com/st-cloud-regional/
Bemidji Regional Airport,Bemidji,Minnesota,MN,KBJI,BJI,non_hub,bemidji-regional,https://airportaccidents.com/bemidji-regional/,https://airportaccidents.com/bemidji-regional/
International Falls Airport,International Falls,Minnesota,MN,KINL,INL,non_hub,international-falls,https://airportaccidents.com/international-falls/,https://airportaccidents.com/international-falls/
Brainerd Lakes Regional Airport,Brainerd,Minnesota,MN,KBRD,BRD,non_hub,brainerd-lakes-regional,https://airportaccidents.com/brainerd-lakes-regional/,https://airportaccidents.com/brainerd-lakes-regional/
Hibbing Chisholm-Hibbing Airport,Hibbing,Minnesota,MN,KHIB,HIB,non_hub,hibbing-chisholm-hibbing,https://airportaccidents.com/hibbing-chisholm-hibbing/,https://airportaccidents.com/hibbing-chisholm-hibbing/
Sioux City Gateway Airport,Sioux City,Iowa,IA,KSUX,SUX,non_hub,sioux-city-gateway,https://airportaccidents.com/sioux-city-gateway/,https://airportaccidents.com/sioux-city-gateway/
Dubuque Regional Airport,Dubuque,Iowa,IA,KDBQ,DBQ,non_hub,dubuque-regional,https://airportaccidents.com/dubuque-regional/,https://airportaccidents.com/dubuque-regional/
Waterloo Regional Airport,Waterloo,Iowa,IA,KALO,ALO,non_hub,waterloo-regional,https://airportaccidents.com/waterloo-regional/,https://airportaccidents.com/waterloo-regional/
Mason City Municipal Airport,Mason City,Iowa,IA,KMCW,MCW,non_hub,mason-city-municipal,https://airportaccidents.com/mason-city-municipal/,https://airportaccidents.com/mason-city-municipal/
Fort Dodge Regional Airport,Fort Dodge,Iowa,IA,KFOD,FOD,non_hub,fort-dodge-regional,https://airportaccidents.com/fort-dodge-regional/,https://airportaccidents.com/fort-dodge-regional/
La Crosse Regional Airport,La Crosse,Wisconsin,WI,KLSE,LSE,non_hub,la-crosse-regional,https://airportaccidents.com/la-crosse-regional/,https://airportaccidents.com/la-crosse-regional/
Rhinelander-Oneida County Airport,Rhinelander,Wisconsin,WI,KRHI,RHI,non_hub,rhinelander-oneida-county,https://airportaccidents.com/rhinelander-oneida-county/,https://airportaccidents.com/rhinelander-oneida-county/
Wausau Downtown Airport,Wausau,Wisconsin,WI,KAUW,AUW,non_hub,wausau-downtown,https://airportaccidents.com/wausau-downtown/,https://airportaccidents.com/wausau-downtown/
Marquette County Airport,Marquette,Michigan,MI,KSAW,SAW,non_hub,marquette-county,https://airportaccidents.com/marquette-county/,https://airportaccidents.com/marquette-county/
Sault Ste. Marie Airport,Sault Ste. Marie,Michigan,MI,KCIU,CIU,non_hub,sault-ste-marie,https://airportaccidents.com/sault-ste-marie/,https://airportaccidents.com/sault-ste-marie/
Alpena County Regional Airport,Alpena,Michigan,MI,KAPN,APN,non_hub,alpena-county-regional,https://airportaccidents.com/alpena-county-regional/,https://airportaccidents.com/alpena-county-regional/
Pellston Regional Airport,Pellston,Michigan,MI,KPLN,PLN,non_hub,pellston-regional,https://airportaccidents.com/pellston-regional/,https://airportaccidents.com/pellston-regional/
Iron Mountain Kingsford Airport,Iron Mountain,Michigan,MI,KIMT,IMT,non_hub,iron-mountain-kingsford,https://airportaccidents.com/iron-mountain-kingsford/,https://airportaccidents.com/iron-mountain-kingsford/
Helena Regional Airport,Helena,Montana,MT,KHLN,HLN,non_hub,helena-regional,https://airportaccidents.com/helena-regional/,https://airportaccidents.com/helena-regional/
Great Falls International Airport,Great Falls,Montana,MT,KGTF,GTF,non_hub,great-falls-international,https://airportaccidents.com/great-falls-international/,https://airportaccidents.com/great-falls-international/
Glacier Park International Airport,Kalispell,Montana,MT,KFCA,FCA,non_hub,glacier-park-international,https://airportaccidents.com/glacier-park-international/,https://airportaccidents.com/glacier-park-international/
Havre City-County Airport,Havre,Montana,MT,KHVR,HVR,non_hub,havre-city-county,https://airportaccidents.com/havre-city-county/,https://airportaccidents.com/havre-city-county/
Miles City Airport,Miles City,Montana,MT,KMLS,MLS,non_hub,miles-city,https://airportaccidents.com/miles-city/,https://airportaccidents.com/miles-city/
Casper Natrona County International Airport,Casper,Wyoming,WY,KCPR,CPR,non_hub,casper-natrona-county-international,https://airportaccidents.com/casper-natrona-county-international/,https://airportaccidents.com/casper-natrona-county-international/
Cheyenne Regional Airport,Cheyenne,Wyoming,WY,KCYS,CYS,non_hub,cheyenne-regional,https://airportaccidents.com/cheyenne-regional/,https://airportaccidents.com/cheyenne-regional/
Laramie Regional Airport,Laramie,Wyoming,WY,KLAR,LAR,non_hub,laramie-regional,https://airportaccidents.com/laramie-regional/,https://airportaccidents.com/laramie-regional/
Rock Springs Sweetwater County Airport,Rock Springs,Wyoming,WY,KRKS,RKS,non_hub,rock-springs-sweetwater-county,https://airportaccidents.com/rock-springs-sweetwater-county/,https://airportaccidents.com/rock-springs-sweetwater-county/
Gillette Campbell County Airport,Gillette,Wyoming,WY,KGCC,GCC,non_hub,gillette-campbell-county,https://airportaccidents.com/gillette-campbell-county/,https://airportaccidents.com/gillette-campbell-county/
Riverton Regional Airport,Riverton,Wyoming,WY,KRIW,RIW,non_hub,riverton-regional,https://airportaccidents.com/riverton-regional/,https://airportaccidents.com/riverton-regional/
Idaho Falls Regional Airport,Idaho Falls,Idaho,ID,KIDA,IDA,non_hub,idaho-falls-regional,https://airportaccidents.com/idaho-falls-regional/,https://airportaccidents.com/idaho-falls-regional/
Pocatello Regional Airport,Pocatello,Idaho,ID,KPIH,PIH,non_hub,pocatello-regional,https://airportaccidents.com/pocatello-regional/,https://airportaccidents.com/pocatello-regional/
Twin Falls Magic Valley Regional Airport,Twin Falls,Idaho,ID,KTWF,TWF,non_hub,twin-falls-magic-valley-regional,https://airportaccidents.com/twin-falls-magic-valley-regional/,https://airportaccidents.com/twin-falls-magic-valley-regional/
Sun Valley Friedman Memorial Airport,Hailey,Idaho,ID,KSUN,SUN,non_hub,sun-valley-friedman-memorial,https://airportaccidents.com/sun-valley-friedman-memorial/,https://airportaccidents.com/sun-valley-friedman-memorial/
Lewiston-Nez Perce County Airport,Lewiston,Idaho,ID,KLWS,LWS,non_hub,lewiston-nez-perce-county,https://airportaccidents.com/lewiston-nez-perce-county/,https://airportaccidents.com/lewiston-nez-perce-county/
Provo Municipal Airport,Provo,Utah,UT,KPVU,PVU,non_hub,provo-municipal,https://airportaccidents.com/provo-municipal/,https://airportaccidents.com/provo-municipal/
St. George Regional Airport,St. George,Utah,UT,KSGU,SGU,non_hub,st-george-regional,https://airportaccidents.com/st-george-regional/,https://airportaccidents.com/st-george-regional/
Ogden-Hinckley Airport,Ogden,Utah,UT,KOGD,OGD,non_hub,ogden-hinckley,https://airportaccidents.com/ogden-hinckley/,https://airportaccidents.com/ogden-hinckley/
Vernal Regional Airport,Vernal,Utah,UT,KVEL,VEL,non_hub,vernal-regional,https://airportaccidents.com/vernal-regional/,https://airportaccidents.com/vernal-regional/
Moab Canyonlands Field Airport,Moab,Utah,UT,KCNY,CNY,non_hub,moab-canyonlands-field,https://airportaccidents.com/moab-canyonlands-field/,https://airportaccidents.com/moab-canyonlands-field/
Cedar City Regional Airport,Cedar City,Utah,UT,KCDC,CDC,non_hub,cedar-city-regional,https://airportaccidents.com/cedar-city-regional/,https://airportaccidents.com/cedar-city-regional/
Aspen Pitkin County Airport,Aspen,Colorado,CO,KASE,ASE,non_hub,aspen-pitkin-county,https://airportaccidents.com/aspen-pitkin-county/,https://airportaccidents.com/aspen-pitkin-county/
Eagle County Regional Airport,Eagle,Colorado,CO,KEGE,EGE,non_hub,eagle-county-regional,https://airportaccidents.com/eagle-county-regional/,https://airportaccidents.com/eagle-county-regional/
Durango La Plata County Airport,Durango,Colorado,CO,KDRO,DRO,non_hub,durango-la-plata-county,https://airportaccidents.com/durango-la-plata-county/,https://airportaccidents.com/durango-la-plata-county/
Pueblo Memorial Airport,Pueblo,Colorado,CO,KPUB,PUB,non_hub,pueblo-memorial,https://airportaccidents.com/pueblo-memorial/,https://airportaccidents.com/pueblo-memorial/
Montrose Regional Airport,Montrose,Colorado,CO,KMTJ,MTJ,non_hub,montrose-regional,https://airportaccidents.com/montrose-regional/,https://airportaccidents.com/montrose-regional/
Gunnison-Crested Butte Regional Airport,Gunnison,Colorado,CO,KGUC,GUC,non_hub,gunnison-crested-butte-regional,https://airportaccidents.com/gunnison-crested-butte-regional/,https://airportaccidents.com/gunnison-crested-butte-regional/
Albuquerque Double Eagle II Airport,Albuquerque,New Mexico,NM,KAEG,AEG,non_hub,albuquerque-double-eagle-ii,https://airportaccidents.com/albuquerque-double-eagle-ii/,https://airportaccidents.com/albuquerque-double-eagle-ii/
Santa Fe Municipal Airport,Santa Fe,New Mexico,NM,KSAF,SAF,non_hub,santa-fe-municipal,https://airportaccidents.com/santa-fe-municipal/,https://airportaccidents.com/santa-fe-municipal/
Roswell International Air Center,Roswell,New Mexico,NM,KROW,ROW,non_hub,roswell-international-air-center,https://airportaccidents.com/roswell-international-air-center/,https://airportaccidents.com/roswell-international-air-center/
Farmington Four Corners Regional Airport,Farmington,New Mexico,NM,KFMN,FMN,non_hub,farmington-four-corners-regional,https://airportaccidents.com/farmington-four-corners-regional/,https://airportaccidents.com/farmington-four-corners-regional/
Gallup Municipal Airport,Gallup,New Mexico,NM,KGUP,GUP,non_hub,gallup-municipal,https://airportaccidents.com/gallup-municipal/,https://airportaccidents.com/gallup-municipal/
Clovis Municipal Airport,Clovis,New Mexico,NM,KCVS,CVS,non_hub,clovis-municipal,https://airportaccidents.com/clovis-municipal/,https://airportaccidents.com/clovis-municipal/
Carlsbad Cavern City Air Terminal,Carlsbad,New Mexico,NM,KCNM,CNM,non_hub,carlsbad-cavern-city-air-terminal,https://airportaccidents.com/carlsbad-cavern-city-air-terminal/,https://airportaccidents.com/carlsbad-cavern-city-air-terminal/
Silver City Grant County Airport,Silver City,New Mexico,NM,KSVC,SVC,non_hub,silver-city-grant-county,https://airportaccidents.com/silver-city-grant-county/,https://airportaccidents.com/silver-city-grant-county/
Flagstaff Pulliam Airport,Flagstaff,Arizona,AZ,KFLG,FLG,non_hub,flagstaff-pulliam,https://airportaccidents.com/flagstaff-pulliam/,https://airportaccidents.com/flagstaff-pulliam/
Yuma International Airport,Yuma,Arizona,AZ,KNYL,YUM,non_hub,yuma-international,https://airportaccidents.com/yuma-international/,https://airportaccidents.com/yuma-international/
Prescott Regional Airport,Prescott,Arizona,AZ,KPRC,PRC,non_hub,prescott-regional,https://airportaccidents.com/prescott-regional/,https://airportaccidents.com/prescott-regional/
Show Low Regional Airport,Show Low,Arizona,AZ,KSOW,SOW,non_hub,show-low-regional,https://airportaccidents.com/show-low-regional/,https://airportaccidents.com/show-low-regional/
Lake Havasu City Airport,Lake Havasu City,Arizona,AZ,KHII,HII,non_hub,lake-havasu-city,https://airportaccidents.com/lake-havasu-city/,https://airportaccidents.com/lake-havasu-city/
Kingman Airport,Kingman,Arizona,AZ,KIGM,IGM,non_hub,kingman,https://airportaccidents.com/kingman/,https://airportaccidents.com/kingman/
Page Municipal Airport,Page,Arizona,AZ,KPGA,PGA,non_hub,page-municipal,https://airportaccidents.com/page-municipal/,https://airportaccidents.com/page-municipal/
Elko Regional Airport,Elko,Nevada,NV,KEKO,EKO,non_hub,elko-regional,https://airportaccidents.com/elko-regional/,https://airportaccidents.com/elko-regional/
Laughlin Bullhead International Airport,Bullhead City,Arizona,AZ,KIFP,IFP,non_hub,laughlin-bullhead-international,https://airportaccidents.com/laughlin-bullhead-international/,https://airportaccidents.com/laughlin-bullhead-international/
Bellingham International Airport,Bellingham,Washington,WA,KBLI,BLI,non_hub,bellingham-international,https://airportaccidents.com/bellingham-international/,https://airportaccidents.com/bellingham-international/
Yakima Air Terminal,Yakima,Washington,WA,KYKM,YKM,non_hub,yakima-air-terminal,https://airportaccidents.com/yakima-air-terminal/,https://airportaccidents.com/yakima-air-terminal/
Tri-Cities Airport,Pasco,Washington,WA,KPSC,PSC,non_hub,tri-cities-washington,https://airportaccidents.com/tri-cities-washington/,https://airportaccidents.com/tri-cities-washington/
Walla Walla Regional Airport,Walla Walla,Washington,WA,KALW,ALW,non_hub,walla-walla-regional,https://airportaccidents.com/walla-walla-regional/,https://airportaccidents.com/walla-walla-regional/
Wenatchee Pangborn Memorial Airport,Wenatchee,Washington,WA,KEAT,EAT,non_hub,wenatchee-pangborn-memorial,https://airportaccidents.com/wenatchee-pangborn-memorial/,https://airportaccidents.com/wenatchee-pangborn-memorial/
Friday Harbor Airport,Friday Harbor,Washington,WA,KFHR,FHR,non_hub,friday-harbor,https://airportaccidents.com/friday-harbor/,https://airportaccidents.com/friday-harbor/
Redmond Municipal Airport,Redmond,Oregon,OR,KRDM,RDM,non_hub,redmond-municipal,https://airportaccidents.com/redmond-municipal/,https://airportaccidents.com/redmond-municipal/
Klamath Falls Airport,Klamath Falls,Oregon,OR,KLMT,LMT,non_hub,klamath-falls,https://airportaccidents.com/klamath-falls/,https://airportaccidents.com/klamath-falls/
Pendleton Airport,Pendleton,Oregon,OR,KPDT,PDT,non_hub,pendleton,https://airportaccidents.com/pendleton/,https://airportaccidents.com/pendleton/
North Bend Municipal Airport,North Bend,Oregon,OR,KOTH,OTH,non_hub,north-bend-municipal,https://airportaccidents.com/north-bend-municipal/,https://airportaccidents.com/north-bend-municipal/
Astoria Regional Airport,Astoria,Oregon,OR,KAST,AST,non_hub,astoria-regional,https://airportaccidents.com/astoria-regional/,https://airportaccidents.com/astoria-regional/
LaGrande Union County Airport,La Grande,Oregon,OR,KLGD,LGD,non_hub,la-grande-union-county,https://airportaccidents.com/la-grande-union-county/,https://airportaccidents.com/la-grande-union-county/
Ketchikan International Airport,Ketchikan,Alaska,AK,PAKT,KTN,non_hub,ketchikan-international,https://airportaccidents.com/ketchikan-international/,https://airportaccidents.com/ketchikan-international/
Sitka Rocky Gutierrez Airport,Sitka,Alaska,AK,PASI,SIT,non_hub,sitka-rocky-gutierrez,https://airportaccidents.com/sitka-rocky-gutierrez/,https://airportaccidents.com/sitka-rocky-gutierrez/
Kodiak Airport,Kodiak,Alaska,AK,PADQ,ADQ,non_hub,kodiak,https://airportaccidents.com/kodiak/,https://airportaccidents.com/kodiak/
Nome Airport,Nome,Alaska,AK,PAOM,OME,non_hub,nome,https://airportaccidents.com/nome/,https://airportaccidents.com/nome/
Bethel Airport,Bethel,Alaska,AK,PABE,BET,non_hub,bethel,https://airportaccidents.com/bethel/,https://airportaccidents.com/bethel/
Kotzebue Ralph Wien Memorial Airport,Kotzebue,Alaska,AK,PAOT,OTZ,non_hub,kotzebue-ralph-wien-memorial,https://airportaccidents.com/kotzebue-ralph-wien-memorial/,https://airportaccidents.com/kotzebue-ralph-wien-memorial/
Utqiagvik Wiley Post-Will Rogers Memorial Airport,Utqiagvik,Alaska,AK,PABR,BRW,non_hub,utqiagvik-wiley-post-will-rogers-memorial,https://airportaccidents.com/utqiagvik-wiley-post-will-rogers-memorial/,https://airportaccidents.com/utqiagvik-wiley-post-will-rogers-memorial/
Kenai Municipal Airport,Kenai,Alaska,AK,PAEN,ENA,non_hub,kenai-municipal,https://airportaccidents.com/kenai-municipal/,https://airportaccidents.com/kenai-municipal/
Valdez Airport,Valdez,Alaska,AK,PAVD,VDZ,non_hub,valdez,https://airportaccidents.com/valdez/,https://airportaccidents.com/valdez/
Wrangell Airport,Wrangell,Alaska,AK,PAWG,WRG,non_hub,wrangell,https://airportaccidents.com/wrangell/,https://airportaccidents.com/wrangell/
Petersburg James A. Johnson Airport,Petersburg,Alaska,AK,PAPG,PSG,non_hub,petersburg-james-a-johnson,https://airportaccidents.com/petersburg-james-a-johnson/,https://airportaccidents.com/petersburg-james-a-johnson/
Yakutat Airport,Yakutat,Alaska,AK,PAYA,YAK,non_hub,yakutat,https://airportaccidents.com/yakutat/,https://airportaccidents.com/yakutat/
Cordova Merle K. Smith Airport,Cordova,Alaska,AK,PACV,CDV,non_hub,cordova-merle-k-smith,https://airportaccidents.com/cordova-merle-k-smith/,https://airportaccidents.com/cordova-merle-k-smith/
Dillingham Airport,Dillingham,Alaska,AK,PADL,DLG,non_hub,dillingham,https://airportaccidents.com/dillingham/,https://airportaccidents.com/dillingham/
King Salmon Airport,King Salmon,Alaska,AK,PAKN,AKN,non_hub,king-salmon,https://airportaccidents.com/king-salmon/,https://airportaccidents.com/king-salmon/
Homer Airport,Homer,Alaska,AK,PAHO,HOM,non_hub,homer,https://airportaccidents.com/homer/,https://airportaccidents.com/homer/
Soldotna Airport,Soldotna,Alaska,AK,PASX,SXQ,non_hub,soldotna,https://airportaccidents.com/soldotna/,https://airportaccidents.com/soldotna/
Unalaska Airport,Unalaska,Alaska,AK,PADU,DUT,non_hub,unalaska,https://airportaccidents.com/unalaska/,https://airportaccidents.com/unalaska/
Molokai Airport,Kaunakakai,Hawaii,HI,PHMK,MKK,non_hub,molokai,https://airportaccidents.com/molokai/,https://airportaccidents.com/molokai/
Lanai Airport,Lanai City,Hawaii,HI,PHNY,LNY,non_hub,lanai,https://airportaccidents.com/lanai/,https://airportaccidents.com/lanai/
Kapalua Airport,Lahaina,Hawaii,HI,PHJH,JHM,non_hub,kapalua,https://airportaccidents.com/kapalua/,https://airportaccidents.com/kapalua/
Waimea-Kohala Airport,Kamuela,Hawaii,HI,PHMU,MUE,non_hub,waimea-kohala,https://airportaccidents.com/waimea-kohala/,https://airportaccidents.com/waimea-kohala/
Mercedita Airport,Ponce,Puerto Rico,PR,TJPS,PSE,non_hub,mercedita,https://airportaccidents.com/mercedita/,https://airportaccidents.com/mercedita/
Henry E. Rohlsen Airport,Christiansted,U.S. Virgin Islands,VI,TISX,STX,non_hub,henry-e-rohlsen,https://airportaccidents.com/henry-e-rohlsen/,https://airportaccidents.com/henry-e-rohlsen/
Lewistown Municipal Airport,Lewistown,Illinois,IL,KLWV,LWV,non_hub,lewistown-municipal,https://airportaccidents.com/lewistown-municipal/,https://airportaccidents.com/lewistown-municipal/
MidAmerica St. Louis Airport,Belleville,Illinois,IL,KBLV,BLV,non_hub,midamerica-st-louis,https://airportaccidents.com/midamerica-st-louis/,https://airportaccidents.com/midamerica-st-louis/
Greater Rockford Airport,Rockford,Illinois,IL,KRFD,RFD,non_hub,greater-rockford,https://airportaccidents.com/greater-rockford/,https://airportaccidents.com/greater-rockford/
Galesburg Municipal Airport,Galesburg,Illinois,IL,KGBG,GBG,non_hub,galesburg-municipal,https://airportaccidents.com/galesburg-municipal/,https://airportaccidents.com/galesburg-municipal/
Quincy Regional Airport,Quincy,Illinois,IL,KUIN,UIN,non_hub,quincy-regional,https://airportaccidents.com/quincy-regional/,https://airportaccidents.com/quincy-regional/
Champaign Willard Airport,Champaign,Illinois,IL,KCMI,CMI,non_hub,champaign-willard,https://airportaccidents.com/champaign-willard/,https://airportaccidents.com/champaign-willard/
Kahului Airport Maui,Kahului,Hawaii,HI,PHOG,OGG,large_hub,kahului-maui,https://airportaccidents.com/kahului-maui/,https://airportaccidents.com/kahului-maui/
Bob Hope Airport,Burbank,California,CA,KBUR,BUR,medium_hub,bob-hope,https://airportaccidents.com/bob-hope/,https://airportaccidents.com/bob-hope/
Nashville Berry Field Airport,Nashville,Tennessee,TN,KBNA,BNA,large_hub,nashville-berry-field,https://airportaccidents.com/nashville-berry-field/,https://airportaccidents.com/nashville-berry-field/
Spokane International,Spokane,Washington,WA,KGEG,GEG,medium_hub,spokane,https://airportaccidents.com/spokane/,https://airportaccidents.com/spokane/
Lawton Fort Sill Regional Airport,Lawton,Oklahoma,OK,KLAW,LAW,non_hub,lawton-fort-sill-regional,https://airportaccidents.com/lawton-fort-sill-regional/,https://airportaccidents.com/lawton-fort-sill-regional/
Enid Woodring Regional Airport,Enid,Oklahoma,OK,KENID,WDG,non_hub,enid-woodring-regional,https://airportaccidents.com/enid-woodring-regional/,https://airportaccidents.com/enid-woodring-regional/
Stillwater Regional Airport,Stillwater,Oklahoma,OK,KSWO,SWO,non_hub,stillwater-regional,https://airportaccidents.com/stillwater-regional/,https://airportaccidents.com/stillwater-regional/
Ponca City Regional Airport,Ponca City,Oklahoma,OK,KPNC,PNC,non_hub,ponca-city-regional,https://airportaccidents.com/ponca-city-regional/,https://airportaccidents.com/ponca-city-regional/
Bartlesville Municipal Airport,Bartlesville,Oklahoma,OK,KBVO,BVO,non_hub,bartlesville-municipal,https://airportaccidents.com/bartlesville-municipal/,https://airportaccidents.com/bartlesville-municipal/
Liberal Mid-America Regional Airport,Liberal,Kansas,KS,KLBL,LBL,non_hub,liberal-mid-america-regional,https://airportaccidents.com/liberal-mid-america-regional/,https://airportaccidents.com/liberal-mid-america-regional/
Pueblo Memorial Airport Colorado,Pueblo,Colorado,CO,KPUB,PUB,non_hub,pueblo-memorial-colorado,https://airportaccidents.com/pueblo-memorial-colorado/,https://airportaccidents.com/pueblo-memorial-colorado/
Scottsbluff Western Nebraska Regional Airport,Scottsbluff,Nebraska,NE,KBFF,BFF,non_hub,scottsbluff-western-nebraska-regional,https://airportaccidents.com/scottsbluff-western-nebraska-regional/,https://airportaccidents.com/scottsbluff-western-nebraska-regional/
North Platte Regional Airport,North Platte,Nebraska,NE,KLBF,LBF,non_hub,north-platte-regional,https://airportaccidents.com/north-platte-regional/,https://airportaccidents.com/north-platte-regional/
Chadron Municipal Airport,Chadron,Nebraska,NE,KCDR,CDR,non_hub,chadron-municipal,https://airportaccidents.com/chadron-municipal/,https://airportaccidents.com/chadron-municipal/
Grand Island Central Nebraska Regional Airport,Grand Island,Nebraska,NE,KGRI,GRI,non_hub,grand-island-central-nebraska-regional,https://airportaccidents.com/grand-island-central-nebraska-regional/,https://airportaccidents.com/grand-island-central-nebraska-regional/
Pierre Regional Airport,Pierre,South Dakota,SD,KPIR,PIR,non_hub,pierre-regional,https://airportaccidents.com/pierre-regional/,https://airportaccidents.com/pierre-regional/
Watertown Regional Airport,Watertown,South Dakota,SD,KATY,ATY,non_hub,watertown-regional-sd,https://airportaccidents.com/watertown-regional-sd/,https://airportaccidents.com/watertown-regional-sd/
Aberdeen Regional Airport,Aberdeen,South Dakota,SD,KABR,ABR,non_hub,aberdeen-regional,https://airportaccidents.com/aberdeen-regional/,https://airportaccidents.com/aberdeen-regional/
Huron Regional Airport,Huron,South Dakota,SD,KHON,HON,non_hub,huron-regional,https://airportaccidents.com/huron-regional/,https://airportaccidents.com/huron-regional/
Dickinson Theodore Roosevelt Regional Airport,Dickinson,North Dakota,ND,KDIK,DIK,non_hub,dickinson-theodore-roosevelt-regional,https://airportaccidents.com/dickinson-theodore-roosevelt-regional/,https://airportaccidents.com/dickinson-theodore-roosevelt-regional/
Jamestown Regional Airport,Jamestown,North Dakota,ND,KJMS,JMS,non_hub,jamestown-regional,https://airportaccidents.com/jamestown-regional/,https://airportaccidents.com/jamestown-regional/
Devils Lake Regional Airport,Devils Lake,North Dakota,ND,KDVL,DVL,non_hub,devils-lake-regional,https://airportaccidents.com/devils-lake-regional/,https://airportaccidents.com/devils-lake-regional/
Jonesboro Municipal Airport AR,Jonesboro,Arkansas,AR,KJBR,JBR,non_hub,jonesboro-municipal-ar,https://airportaccidents.com/jonesboro-municipal-ar/,https://airportaccidents.com/jonesboro-municipal-ar/
Fayetteville Drake Field Airport,Fayetteville,Arkansas,AR,KFYV,FYV,non_hub,fayetteville-drake-field,https://airportaccidents.com/fayetteville-drake-field/,https://airportaccidents.com/fayetteville-drake-field/
Pine Bluff Airport,Pine Bluff,Arkansas,AR,KPBF,PBF,non_hub,pine-bluff,https://airportaccidents.com/pine-bluff/,https://airportaccidents.com/pine-bluff/
Texarkana Regional Airport TX,Texarkana,Arkansas,AR,KTXK,TXK,non_hub,texarkana-regional-tx,https://airportaccidents.com/texarkana-regional-tx/,https://airportaccidents.com/texarkana-regional-tx/
Natchez Adams County Airport,Natchez,Mississippi,MS,KHEZ,HEZ,non_hub,natchez-adams-county,https://airportaccidents.com/natchez-adams-county/,https://airportaccidents.com/natchez-adams-county/
Greenville Mid-Delta Regional Airport,Greenville,Mississippi,MS,KGWW,GWW,non_hub,greenville-mid-delta-regional,https://airportaccidents.com/greenville-mid-delta-regional/,https://airportaccidents.com/greenville-mid-delta-regional/
Starkville Golden Triangle Regional Airport,Columbus,Mississippi,MS,KGTR,GTR,non_hub,starkville-golden-triangle-regional,https://airportaccidents.com/starkville-golden-triangle-regional/,https://airportaccidents.com/starkville-golden-triangle-regional/
Tuskegee Sharpe Field Airport,Tuskegee,Alabama,AL,KTGI,TGI,non_hub,tuskegee-sharpe-field,https://airportaccidents.com/tuskegee-sharpe-field/,https://airportaccidents.com/tuskegee-sharpe-field/
Gadsden Municipal Airport,Gadsden,Alabama,AL,KGAD,GAD,non_hub,gadsden-municipal,https://airportaccidents.com/gadsden-municipal/,https://airportaccidents.com/gadsden-municipal/
Tuscaloosa Regional Airport,Tuscaloosa,Alabama,AL,KTCL,TCL,non_hub,tuscaloosa-regional,https://airportaccidents.com/tuscaloosa-regional/,https://airportaccidents.com/tuscaloosa-regional/
Decatur Pryor Field Regional Airport,Decatur,Alabama,AL,KDCU,DCU,non_hub,decatur-pryor-field-regional,https://airportaccidents.com/decatur-pryor-field-regional/,https://airportaccidents.com/decatur-pryor-field-regional/
Macon Middle Georgia Regional Airport,Macon,Georgia,GA,KMCN,MCN,non_hub,macon-middle-georgia-regional,https://airportaccidents.com/macon-middle-georgia-regional/,https://airportaccidents.com/macon-middle-georgia-regional/
Albany Southwest Georgia Regional Airport,Albany,Georgia,GA,KABY,ABY,non_hub,albany-southwest-georgia-regional,https://airportaccidents.com/albany-southwest-georgia-regional/,https://airportaccidents.com/albany-southwest-georgia-regional/
Moultrie Spence Airport,Moultrie,Georgia,GA,KMUL,MUL,non_hub,moultrie-spence,https://airportaccidents.com/moultrie-spence/,https://airportaccidents.com/moultrie-spence/
Jesup Wayne County Airport,Jesup,Georgia,GA,KJES,JES,non_hub,jesup-wayne-county,https://airportaccidents.com/jesup-wayne-county/,https://airportaccidents.com/jesup-wayne-county/
Waycross Ware County Airport,Waycross,Georgia,GA,KAYS,AYS,non_hub,waycross-ware-county,https://airportaccidents.com/waycross-ware-county/,https://airportaccidents.com/waycross-ware-county/
Milledgeville Baldwin County Airport,Milledgeville,Georgia,GA,KMLJ,MLJ,non_hub,milledgeville-baldwin-county,https://airportaccidents.com/milledgeville-baldwin-county/,https://airportaccidents.com/milledgeville-baldwin-county/
Statesboro Bulloch County Airport,Statesboro,Georgia,GA,KTBR,TBR,non_hub,statesboro-bulloch-county,https://airportaccidents.com/statesboro-bulloch-county/,https://airportaccidents.com/statesboro-bulloch-county/
Tifton Henry Tift Myers Airport,Tifton,Georgia,GA,KTMA,TMA,non_hub,tifton-henry-tift-myers,https://airportaccidents.com/tifton-henry-tift-myers/,https://airportaccidents.com/tifton-henry-tift-myers/
Ocala International Airport FL,Ocala,Florida,FL,KOCF,OCF,non_hub,ocala-international-fl,https://airportaccidents.com/ocala-international-fl/,https://airportaccidents.com/ocala-international-fl/
